text,label
"I can't imagine the anger that the people who paid $60 for this case must feel. It is a beautiful design and idea, but that is where the admiration for this product ends. The lack of a closure mechanism for this case meMs you will need to either deal with the flap swinging around or invest in the Spigen closure solution (which is quite effective and elegant). On top of that additional investment you will need to purchase a high quality GLASS screen protector in order to absorb the constant abuse that the transistion area on the inside flap of this case (the leather material running into the plastic window) will cause to the devices screen. This wear and tear WILL result in permanent degradation of the oleophobic coating and create PERMENANT lines on the Note 3s screen. For this product to be a Samsung genuine product THIS IS TOTALLY UNACCEPTABLE!!!! Insult to injury with this product is that you will have to BEG Samsung to make repairs to the device once the damage caused by their OEM product causes to your device. Completely UNACCEPTABLE!!!!I planned on using a glass screen protector with my device anyway, and wanted the Spigen magnetic closure to add a bit of flash to this case anyway, so that being said, I am happy with my setup, but buyer beware of this additional purchases that will be needed in order to maintain the prestine condition of your device.If only Samsung put as much thought and effort into the design of this product as they did with the Note 3 this may well have been a home run, unfortunately this is a FOUL BALL! Poor form Samsung, poor form.",0
With a small snip at the mute switch this case was easily modified to fit my wife's Verizon iPhone 4.  The best part is the price was about one-tenth of the other name brands cases.  So I bought a gray case for my iPhone and now regret not getting a couple of spares.,1
This is not what it says it is. It doesn't go to the phone that it had displayed on the picture. It is for a different version of the same phone so just be careful to be very specific when you order.,0
"totally works great....excellent product and price.  For an active person, this is a must have.  Who ever came up with this....was brilliant.",1
Too shiny and slippery.  All I could see is smudges and fingerprints.  Ended up purchasing a matte screen protector from store.,0
"The clip broke after 6 weeks of continual use, the color was good and all the ports were accessible. I liked it while it lasted and it was cheap.",0
"This item is pretty good! Very cute with my iphone :) The colors on the two left ones are both the same brown, which is dissapointing. But I'm using the frog and I love it! Cant wait to use panda,duck,etc. ALOT of compliments! They stick very well. I havent had any problems with them falling off. Great price for this product :)",1
This was the worst screen protector I have ever bought. They are nearly impossible to put on and did not live up to my expectations.,0
"I bought this for my mom who loves the color red. This red ended up being a sparkly cherry red. It is a great color and the case is slim so the size of your phone still stays the same. Some may worry that the case might not be hard enough to protect the phone, but trust me, the case is flexible, but mostly stiff.",1
"the doc for my Droid X is quite nice.  I use it mostly at the office.  it keeps my phone charged all day long and I have all that I need right in front of me on the office desk.However, for what it is, I think it was a bit over priced by Motorola.  10-15 dollars would have been a more reasonable price for what it is.I probably would not buy this item if given the chance again.",1
The cutter looks USED. You can only convert a normal sim to a MICRO sim using this cutter. You cannot convert a normal/micro sim into a NANO sim as described in the description. It only included one sim adapter to convert a micro sim to a normal sim. Does not include the NANO to Normal sim adapter.Not happy that the description says something and I receive something else. Poor shipping speed as well.,0
"this mount fits perfect and is very secure i use it with my phone, ipod and gps. They all fit securely and in place without falling.",1
